회사명 : (주)청명기연환경 / 2024/07/18  ~ 2025/08/25  / 장비투입현황,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
일자-No.	,출고창고명	,입고창고명	,품목명	,규격	,수량	,장비상태	,비고
2025/05/22 -10,현장,청명,"(NOx, SOx) BMW-5000",1319,1,,
2025/05/22 -10,현장,청명,(PM-10) KMS-4200,18P354,1,,
2025/05/22 -10,현장,청명,(PM-2.5) PMS-204,1501513,1,,
2025/05/22 -10,현장,청명,"(NOx, SOx) BMW-5000",857,1,,
2025/05/22 -11,현장,청명,(소음) SC-260,T246356,1,정상,
2025/05/22 -11,현장,청명,(진동) VM-1220E,20E333,1,정상,
2025/05/22 -11,현장,청명,(소음계교정) CB006,901671,1,정상,
2025/05/22 -12,청명,현장,DO/pH METER,838142(804F0013),1,정상,
2025/05/22 -12,청명,현장,FP101 Flow Probe.,1724002714,1,정상,
2025/05/22 -13,현장,청명,FP101 Flow Probe.,1724002714,1,정상,
2025/05/22 -13,현장,청명,DO/pH METER,838142(804F0013),1,정상,
2025/05/22 -14,청명,현장,ProPlus,19E102565,1,정상,"포항~안동2 국도건설공사, 포항~영덕 고속도로"
2025/05/23 -1,현장,청명,(소음) SC-260,T242074,1,정상,
2025/05/23 -1,현장,청명,(진동) VM-1220E,20E474,1,정상,
2025/05/23 -1,현장,청명,(소음계교정) NC-73,10844967,1,정상,
2025/05/23 -2,현장,청명,(PM-2.5) KMS-4200,19P404,1,정상,
2025/05/23 -2,현장,청명,(PM-10) KMS-4200,19P429,1,정상,
2025/05/23 -3,청명,현장,FP101 Flow Probe.,1724002714,1,정상,
2025/05/23 -4,현장,청명,FP101 Flow Probe.,1724002714,1,정상,
2025/05/23 -5,청명,현장,ProPlus,19E202574,1,정상,
2025/05/23 -6,현장,청명,ProPlus,19E202574,1,정상,
2025/05/23 -7,현장,청명,(PM-2.5) PMS-204,1501489,1,정상,
2025/05/23 -7,현장,청명,(PM-10) KMS-4200,19P430,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",1797,1,정상,
2025/05/23 -7,현장,청명,(PM-2.5) KMS-4200,20P556,1,정상,
2025/05/23 -7,현장,청명,(PM-10) KMS-4200,19P431,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",1320,1,정상,
2025/05/23 -7,현장,청명,(PM-2.5) KMS-4200,20P565,1,정상,
2025/05/23 -7,현장,청명,(PM-10) KMS-4200,18P355,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",718,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",1311,1,정상,
2025/05/23 -7,현장,청명,(PM-10) KMS-4200,18P375,1,정상,
2025/05/23 -7,현장,청명,(PM-2.5) KMS-4200,22P615,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",1316,1,정상,
2025/05/23 -7,현장,청명,"(NOx, SOx) BMW-5000",723,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,19P433,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1501515,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1314,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,18P367,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) KMS-4200,20P564,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1317,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,22P616,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1708786,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1626,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,18P359,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1501508,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1794,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,18P371,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1501481,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1796,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,18P369,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1708788,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",855,1,정상,
2025/05/23 -8,현장,청명,(PM-10) KMS-4200,18P368,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1501511,1,정상,
2025/05/23 -8,현장,청명,"(NOx, SOx) BMW-5000",1792,1,정상,
2025/05/23 -8,현장,청명,(PM-2.5) PMS-204,1501512,1,정상,
2025/05/23 -9,현장,청명,ProPlus,19E102565,1,정상,"포항~안동2 국도건설공사, 포항~영덕 고속도로"
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,19P432,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1501504,1,,
2025/05/23 -10,현장,청명,(NO2) MEZUS-210,K1515021,1,,
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,18P353,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1501516,1,,
2025/05/23 -10,현장,청명,"(NOx, SOx) BMW-5000",848,1,,
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,20P568,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1501514,1,,
2025/05/23 -10,현장,청명,"(NOx, SOx) BMW-5000",1789,1,,
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,19P428,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1708793,1,,
2025/05/23 -10,현장,청명,(NO2) MEZUS-210,K1614024,1,,
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,19P427,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1501520,1,,
2025/05/23 -10,현장,청명,"(NOx, SOx) BMW-5000",1313,1,,
2025/05/23 -10,현장,청명,(PM-10) KMS-4200,19P424,1,,
2025/05/23 -10,현장,청명,(PM-2.5) PMS-204,1501479,1,,
2025/05/23 -10,현장,청명,(NO2) MEZUS-210,K1515019,1,,
2025/05/23 -11,현장,청명,(PM-2.5) PMS-204,1709798,1,정상,A-1
2025/05/23 -11,현장,청명,(PM-10) KMS-4200,22P617,1,정상,A-1
2025/05/23 -11,현장,청명,"(NOx, SOx) BMW-5000",724,1,정상,A-1
2025/05/23 -11,현장,청명,(PM-2.5) PMS-204,1708790,1,정상,A-2
2025/05/23 -11,현장,청명,(PM-10) KMS-4200,19P426,1,정상,A-2
2025/05/23 -11,현장,청명,"(NOx, SOx) BMW-5000",851,1,정상,A-2
2025/05/23 -11,현장,청명,(PM-2.5) PMS-204,1501490,1,정상,A-3
2025/05/23 -11,현장,청명,(PM-10) KMS-4200,20P572,1,정상,A-3
2025/05/23 -11,현장,청명,"(NOx, SOx) BMW-5000",850,1,정상,A-3
2025/05/23 -12,현장,청명,(PM-2.5) PMS-204,1501478,1,정상,A-2
2025/05/23 -12,현장,청명,(PM-10) PMS-204,1904009,1,정상,A-2
2025/05/23 -12,현장,청명,"(NOx, SOx) BMW-5000",854,1,정상,A-2
2025/05/23 -12,현장,청명,(PM-2.5) PMS-204,1708787,1,정상,A-1
2025/05/23 -12,현장,청명,(PM-10) PMS-204,1904008,1,정상,A-1
2025/05/23 -12,현장,청명,"(NOx, SOx) BMW-5000",1793,1,정상,A-1
2025/05/23 -12,현장,청명,(PM-2.5) PMS-204,1708792,1,정상,A-3
2025/05/23 -12,현장,청명,(PM-10) PMS-204,1904006,1,정상,A-3
2025/05/23 -12,현장,청명,"(NOx, SOx) BMW-5000",726,1,정상,A-3
2025/05/23 -13,업체,청명,Kestrel5500,2390486,1,수량조정,업체->청명 누락
2025/05/26 -1,현장,청명,(소음) SC-260,T242057,1,정상,
2025/05/26 -1,현장,청명,(진동) TYPE3233,150072,1,정상,
2025/05/26 -1,현장,청명,(소음계교정) AC-300,629,1,정상,
2025/05/26 -1,현장,청명,(소음) SC-260,T242106,1,정상,
2025/05/26 -3,청명,현장,"(NOx, SOx) BMW-5000",718,1,정상,"A-5, A'-5"
2025/05/26 -3,청명,현장,(PM-10) KMS-4200,18P355,1,정상,"A-5, A'-3"
2025/05/26 -3,청명,현장,(PM-2.5) KMS-4200,20P565,1,정상,"A-5, A'-7"
2025/05/26 -3,청명,현장,(PM-2.5) PMS-204,1501479,1,정상,A-1
2025/05/26 -3,청명,현장,(PM-10) PMS-204,1904007,1,정상,A-1
2025/05/26 -3,청명,현장,"(NOx, SOx) BMW-5000",722,1,정상,"A-1, A'-3"
2025/05/26 -3,청명,현장,(PM-10) KMS-4200,18P375,1,정상,"A-2, A'-5"
2025/05/26 -3,청명,현장,(PM-2.5) KMS-4200,22P615,1,정상,"A-2, A'-5"
2025/05/26 -3,청명,현장,"(NOx, SOx) BMW-5000",1791,1,정상,A-2
2025/05/26 -3,청명,현장,(PM-10) KMS-4200,19P431,1,정상,"A-3, A'-7"
2025/05/26 -3,청명,현장,(PM-2.5) PMS-204,1501489,1,정상,"A-3, A'-3"
2025/05/26 -3,청명,현장,"(NOx, SOx) BMW-5000",723,1,고장,"A-3, A'-7(원인: 유량이상)"
2025/05/26 -3,청명,현장,(PM-10) KMS-4200,19P430,1,정상,"A-4, A'-4"
2025/05/26 -3,청명,현장,(PM-2.5) KMS-4200,20P556,1,정상,"A-4, A'-4"
2025/05/26 -3,청명,현장,"(NOx, SOx) BMW-5000",1316,1,정상,"A-4, A'-4"
2025/05/26 -4,청명,현장,(PM-10) KMS-4200,18P354,1,정상,A-3
2025/05/26 -4,청명,현장,"(NOx, SOx) BMW-5000",1318,1,정상,A-3
2025/05/26 -4,청명,현장,(PM-10) KMS-4200,20P573,1,정상,A-1
2025/05/26 -4,청명,현장,"(NOx, SOx) BMW-5000",1315,1,정상,A-1
2025/05/26 -4,청명,현장,(PM-10) KMS-4200,18P357,1,정상,A-2
2025/05/26 -4,청명,현장,"(NOx, SOx) BMW-5000",857,1,정상,A-2
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,19P432,1,정상,A-1
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",1320,1,정상,A-1
2025/05/26 -5,청명,현장,(CO) Serinus30i,20-1508,1,정상,A-1
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,18P353,1,정상,A-2
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",1311,1,정상,A-2
2025/05/26 -5,청명,현장,(CO) Serinus30i,20-1509,1,정상,A-2
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,19P428,1,정상,A-3 처음가동시 유량이 안빨리는경우가 있음
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",1746,1,수리요망,A-3 정상작동하다가 SOX 유량불량
2025/05/26 -5,청명,현장,(CO) Serinus30i,20-2313,1,정상,A-3
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,19P427,1,정상,A-4
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",848,1,정상,A-4
2025/05/26 -5,청명,현장,(CO) Serinus30i,18-0159,1,정상,A-4
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,20P568,1,정상,A-5
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",1789,1,정상,A-5
2025/05/26 -5,청명,현장,(CO) Serinus30i,20-1348,1,정상,A-5
2025/05/26 -5,청명,현장,(PM-10) KMS-4200,19P424,1,정상,A-6
2025/05/26 -5,청명,현장,"(NOx, SOx) BMW-5000",1313,1,정상,A-6
2025/05/26 -5,청명,현장,(CO) Serinus30i,18-0145,1,정상,A-6
2025/05/26 -6,청명,현장,(PM-10) KMS-4200,18P374,1,정상,A-1
2025/05/26 -6,청명,현장,(PM-2.5) KMS-4200,20P557,1,정상,A-1
2025/05/26 -6,청명,현장,"(NOx, SOx) BMW-5000",1319,1,정상,A-1
2025/05/26 -6,청명,현장,(PM-10) KMS-4200,18P366,1,정상,A-2
2025/05/26 -6,청명,현장,(PM-2.5) PMS-204,1501507,1,정상,A-2
2025/05/26 -6,청명,현장,"(NOx, SOx) BMW-5000",1795,1,정상,A-2
2025/05/26 -6,청명,현장,(PM-10) KMS-4200,18P361,1,정상,A-5
2025/05/26 -6,청명,현장,(PM-2.5) PMS-204,1708794,1,정상,A-5
2025/05/26 -6,청명,현장,"(NOx, SOx) BMW-5000",856,1,정상,A-5
2025/05/26 -6,청명,현장,(PM-10) KMS-4200,20P569,1,정상,A-3
2025/05/26 -6,청명,현장,(PM-2.5) KMS-4200,22P614,1,정상,A-3
2025/05/26 -6,청명,현장,"(NOx, SOx) BMW-5000",1627,1,정상,A-3
2025/05/26 -6,청명,현장,(PM-10) KMS-4200,19P425,1,정상,A-4
2025/05/26 -6,청명,현장,(PM-2.5) PMS-204,1708795,1,정상,A-4
2025/05/26 -6,청명,현장,"(NOx, SOx) BMW-5000",1798,1,정상,A-4
2025/05/26 -7,청명,현장,ProPlus,19E202574,1,정상,"의왕고천,포천영중면,포천일동면,슬레드"
2025/05/26 -7,청명,현장,FP101 Flow Probe.,1905000567,1,정상,
2025/05/26 -8,현장,청명,ProPlus,19E202574,1,정상,
2025/05/26 -8,현장,청명,FP101 Flow Probe.,1905000567,1,정상,
2025/05/26 -9,청명,현장,ProPlus,19E102565,1,정상,
2025/05/26 -10,현장,청명,ProPlus,19E102565,1,정상,
2025/05/26 -11,청명,현장,(PM-10) KMS-4200,18P372,1,정상,A-1
2025/05/26 -11,청명,현장,(PM-2.5) PMS-204,1501517,1,정상,A-1
2025/05/26 -11,청명,현장,"(NOx, SOx) BMW-5000",853,1,정상,A-1
2025/05/26 -11,청명,현장,(PM-10) KMS-4200,19P405,1,정상,A-2
2025/05/26 -11,청명,현장,(PM-2.5) PMS-204,1708791,1,정상,A-2
2025/05/26 -11,청명,현장,"(NOx, SOx) BMW-5000",720,1,정상,A-2
2025/05/26 -11,청명,현장,(PM-10) KMS-4200,18P373,1,정상,A-3
2025/05/26 -11,청명,현장,(PM-2.5) KMS-4200,19P404,1,정상,A-3
2025/05/26 -11,청명,현장,"(NOx, SOx) BMW-5000",1312,1,정상,A-3
2025/05/26 -11,청명,현장,(PM-10) KMS-4200,19P429,1,정상,A-4
2025/05/26 -11,청명,현장,(PM-2.5) PMS-204,1501513,1,정상,A-4
2025/05/26 -11,청명,현장,"(NOx, SOx) BMW-5000",858,1,정상,A-4
2025/05/26 -12,청명,현장,(소음) SC-260,T246356,1,정상,
2025/05/26 -12,청명,현장,(진동) VM-1220E,20E333,1,정상,
2025/05/26 -12,청명,현장,(소음계교정) CB006,901671,1,정상,
2025/05/26 -13,청명,현장,(PM-2.5) PMS-204,1501508,1,정상,A-2
2025/05/26 -13,청명,현장,(PM-10) KMS-4200,18P359,1,정상,A-2
2025/05/26 -13,청명,현장,(CO) Serinus30i,20-2131,1,정상,A-2
2025/05/26 -13,청명,현장,"(NOx, SOx) BMW-5000",1317,1,정상,A-2
2025/05/26 -13,청명,현장,(PM-2.5) KMS-4200,20P564,1,정상,A-3
2025/05/26 -13,청명,현장,(PM-10) KMS-4200,18P371,1,정상,A-3
2025/05/26 -13,청명,현장,(CO) Serinus30i,21-1394,1,정상,A-3
2025/05/26 -13,청명,현장,"(NOx, SOx) BMW-5000",1796,1,정상,A-3
2025/05/26 -13,청명,현장,(PM-2.5) PMS-204,1501511,1,정상,A-1
2025/05/26 -13,청명,현장,(PM-10) KMS-4200,18P368,1,정상,A-1
2025/05/26 -13,청명,현장,(CO) Serinus30i,21-2173,1,정상,A-1
2025/05/26 -13,청명,현장,"(NOx, SOx) BMW-5000",855,1,정상,A-1
2025/05/26 -13,청명,현장,(PM-10) KMS-4200,18P369,1,정상,여분장비
2025/05/26 -13,청명,현장,(PM-2.5) PMS-204,1708788,1,정상,여분장비
2025/05/26 -13,청명,현장,(CO) Serinus30i,18-0147,1,정상,여분장비
2025/05/26 -13,청명,현장,"(NOx, SOx) BMW-5000",1792,1,정상,여분장비
2025/05/26 -14,청명,현장,(소음) SC-260,T242057,1,정상,
2025/05/26 -14,청명,현장,(진동) TYPE3233,150072,1,정상,
2025/05/26 -14,청명,현장,(소음계교정) AC-300,629,1,정상,
2025/05/26 -16,청명,현장,ProPlus,17K100085,1,정상,태안안면클린에너지 발전사업 사후환경영향조사(주)선진엔지니어링
2025/05/26 -16,청명,현장,FP101 Flow Probe.,1724002714,1,정상,P시설 건설사업 사후환경영향조사용역(주)케이지엔지니어링
2025/05/26 -17,청명,현장,(PM-10) PMS-204,1904008,1,정상,A-1
2025/05/26 -17,청명,현장,"(NOx, SOx) BMW-5000",858,1,정상,A-1
2025/05/26 -17,청명,현장,(PM-2.5) PMS-204,1708787,1,정상,A-1
2025/05/26 -18,청명,현장,(소음) SC-260,T242060,1,정상,
2025/05/26 -18,청명,현장,(소음계교정) AC-300,630,1,정상,
2025/05/26 -18,청명,현장,(진동) TYPE3233,150076,1,정상,
2025/05/26 -19,청명,현장,(소음) SC-260,T242072,1,정상,
2025/05/26 -19,청명,현장,(소음) SC-260,T242059,1,정상,
2025/05/26 -19,청명,현장,(소음) SC-260,T242109,1,정상,
2025/05/26 -19,청명,현장,(소음) SC-260,T242074,1,정상,
2025/05/26 -19,청명,현장,(진동) TYPE3233,170066,1,정상,
2025/05/26 -19,청명,현장,(진동) TYPE3233,180064,1,정상,
2025/05/26 -19,청명,현장,(진동) TYPE3233,180053,1,정상,
2025/05/26 -19,청명,현장,(진동) TYPE3233,190025,1,정상,
2025/05/26 -19,청명,현장,(진동) VM-1220E,20E474,1,정상,
2025/05/26 -19,청명,현장,(소음계교정) NC-73,10844967,1,정상,
2025/05/26 -20,청명,업체,(O3) Serinus10,17-0988,1,,"1023차량, 정도검사 중 에러발생"
2025/05/26 -20,청명,업체,(PM-2.5) PMS-204,1501518,1,,정도검사 중 에러발생
2025/05/26 -20,청명,업체,(PM-2.5) PMS-204,1501519,1,,정도검사 중 에러발생
2025/05/26 -20,청명,업체,(PM-10) PMS-204,1904004,1,,정도검사 중 에러발생
2025/05/27 -1,청명,현장,COS-100,KM014W16CO22,1,정상,
2025/05/27 -2,현장,청명,COS-100,KM014W16CO22,1,정상,
2025/05/27 -3,현장,청명,(PM-10) KMS-4200,18P372,1,정상,
2025/05/27 -3,현장,청명,(PM-2.5) PMS-204,1501517,1,정상,
2025/05/27 -3,현장,청명,"(NOx, SOx) BMW-5000",853,1,정상,
2025/05/27 -3,현장,청명,(PM-10) KMS-4200,19P405,1,정상,
2025/05/27 -3,현장,청명,(PM-2.5) PMS-204,1708791,1,정상,
2025/05/27 -3,현장,청명,"(NOx, SOx) BMW-5000",720,1,정상,
2025/05/27 -3,현장,청명,(PM-10) KMS-4200,18P373,1,정상,
2025/05/27 -3,현장,청명,(PM-2.5) KMS-4200,19P404,1,정상,
2025/05/27 -3,현장,청명,"(NOx, SOx) BMW-5000",1312,1,정상,
2025/05/27 -3,현장,청명,(PM-10) KMS-4200,19P429,1,정상,
2025/05/27 -3,현장,청명,(PM-2.5) PMS-204,1501513,1,정상,
2025/05/27 -3,현장,청명,"(NOx, SOx) BMW-5000",858,1,정상,
2025/05/27 -4,청명,현장,(PM-10) PMS-204,1904008,1,정상,A-1
2025/05/27 -4,청명,현장,(PM-2.5) PMS-204,1708787,1,정상,A-1
2025/05/27 -4,청명,현장,"(NOx, SOx) BMW-5000",726,1,정상,A-1
2025/05/27 -4,청명,현장,(PM-2.5) PMS-204,1708792,1,정상,A-2
2025/05/27 -4,청명,현장,(PM-10) PMS-204,1904006,1,정상,A-2
2025/05/27 -4,청명,현장,"(NOx, SOx) BMW-5000",1793,1,정상,A-2
2025/05/27 -4,청명,현장,(PM-2.5) PMS-204,1501478,1,정상,A-3
2025/05/27 -4,청명,현장,(PM-10) PMS-204,1904009,1,정상,A-3
2025/05/27 -4,청명,현장,"(NOx, SOx) BMW-5000",850,1,정상,A-3
2025/05/27 -4,청명,현장,(PM-2.5) PMS-204,1501490,1,정상,A-4
2025/05/27 -4,청명,현장,(PM-10) KMS-4200,20P572,1,정상,A-4
2025/05/27 -4,청명,현장,"(NOx, SOx) BMW-5000",854,1,정상,A-4
2025/05/27 -5,청명,현장,ProPlus,19E202574,1,정상,"풍백풍력,고부~영원"
2025/05/27 -6,청명,현장,ProPlus,19E102565,1,정상,"신호남, 통영 수월리, 고성~통영, 북천안ic"
2025/05/27 -7,현장,청명,(PM-10) PMS-204,1904008,1,,
2025/05/27 -7,현장,청명,"(NOx, SOx) BMW-5000",858,1,,
2025/05/27 -7,현장,청명,(PM-2.5) PMS-204,1708787,1,,
2025/05/27 -8,현장,청명,(소음) SC-260,T242060,1,정상,
2025/05/27 -8,현장,청명,(소음계교정) AC-300,630,1,정상,
2025/05/27 -8,현장,청명,(진동) TYPE3233,150076,1,정상,
2025/05/28 -1,현장,청명,(소음) SC-260,T242057,1,정상,
2025/05/28 -1,현장,청명,(진동) TYPE3233,150072,1,정상,
2025/05/28 -1,현장,청명,(소음계교정) AC-300,629,1,정상,
2025/05/28 -3,현장,청명,ProPlus,17K100085,1,정상,
2025/05/28 -3,현장,청명,FP101 Flow Probe.,1724002714,1,정상,
2025/05/28 -4,현장,청명,ProPlus,19E202574,1,정상,
2025/05/28 -5,청명,현장,DO/pH METER,838142(804F0013),1,정상,
2025/05/28 -5,청명,현장,FP101 Flow Probe.,1724002714,1,정상,
2025/05/28 -6,현장,청명,DO/pH METER,838142(804F0013),1,정상,
2025/05/28 -6,현장,청명,FP101 Flow Probe.,1724002714,1,정상,
2025/05/28 -8,청명,현장,(소음) SC-260,T242060,1,정상,
2025/05/28 -8,청명,현장,(소음계교정) AC-300,630,1,정상,
2025/05/28 -8,청명,현장,(진동) TYPE3233,150076,1,정상,
2025/05/28 -9,청명,현장,(소음) SC-260,T242057,1,정상,
2025/05/28 -9,청명,현장,(진동) TYPE3233,150072,1,정상,
2025/05/28 -9,청명,현장,(소음계교정) AC-300,629,1,정상,
2025/05/29 -1,청명,현장,(PM-10) KMS-4200,18P373,1,정상,A-1
2025/05/29 -1,청명,현장,(PM-2.5) PMS-204,1708791,1,정상,A-1
2025/05/29 -1,청명,현장,"(NOx, SOx) BMW-5000",853,1,정상,A-1
2025/05/29 -1,청명,현장,(O3) Serinus10i,20-1382,1,정상,A-1
2025/05/29 -1,청명,현장,(CO) Serinus30i,20-2171,1,정상,A-1
2025/05/29 -1,청명,현장,(Pb) T8400ME,TA3265,1,정상,A-1
2025/05/29 -1,청명,현장,(PM-2.5) PMS-204,1501513,1,정상,A-3
2025/05/29 -1,청명,현장,(PM-10) KMS-4200,18P360,1,정상,A-3
2025/05/29 -1,청명,현장,"(NOx, SOx) BMW-5000",720,1,정상,A-3
2025/05/29 -1,청명,현장,(O3) Serinus10i,21-0321,1,정상,A-3
2025/05/29 -1,청명,현장,(CO) Serinus30i,18-0328,1,정상,A-3
2025/05/29 -1,청명,현장,(Pb) T8400ME,TA3275,1,정상,A-3
2025/05/29 -1,청명,현장,(PM-2.5) KMS-4200,19P404,1,정상,A-2
2025/05/29 -1,청명,현장,(PM-10) KMS-4200,19P429,1,정상,A-2
2025/05/29 -1,청명,현장,"(NOx, SOx) BMW-5000",858,1,정상,A-2
2025/05/29 -1,청명,현장,(O3) Serinus10i,21-0322,1,정상,A-2
2025/05/29 -1,청명,현장,(CO) Serinus30i,20-1502,1,정상,A-2
2025/05/29 -1,청명,현장,(Pb) T8400ME,TA3267,1,정상,A-2
2025/05/29 -1,청명,현장,(벤젠) MP-Σ30KNⅡ,770660,1,정상,A-1~3
2025/05/29 -2,청명,현장,ProPlus,19E202574,1,정상,"화성태안(3),과천과천"
2025/05/29 -3,현장,청명,ProPlus,19E202574,1,정상,
2025/05/29 -4,현장,청명,ProPlus,19E102565,1,정상,"신호남, 통영 수월리, 고성~통영, 북천안ic"
2025/05/29 -6,현장,청명,(소음) SC-260,T242060,1,정상,
2025/05/29 -6,현장,청명,(소음계교정) AC-300,630,1,정상,
2025/05/29 -6,현장,청명,(진동) TYPE3233,150076,1,정상,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,19P432,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",1320,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,20-1508,1,,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,18P353,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",1311,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,20-1509,1,,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,19P428,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",1746,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,20-2313,1,,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,19P427,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",848,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,18-0159,1,,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,20P568,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",1789,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,20-1348,1,,
2025/05/30 -1,현장,청명,(PM-10) KMS-4200,19P424,1,,
2025/05/30 -1,현장,청명,"(NOx, SOx) BMW-5000",1313,1,,
2025/05/30 -1,현장,청명,(CO) Serinus30i,18-0145,1,,
2025/05/30 -2,현장,청명,(PM-2.5) PMS-204,1501508,1,정상,
2025/05/30 -2,현장,청명,(PM-10) KMS-4200,18P359,1,정상,
2025/05/30 -2,현장,청명,(CO) Serinus30i,20-2131,1,정상,
2025/05/30 -2,현장,청명,"(NOx, SOx) BMW-5000",1317,1,정상,
2025/05/30 -2,현장,청명,(PM-2.5) KMS-4200,20P564,1,정상,
2025/05/30 -2,현장,청명,(PM-10) KMS-4200,18P371,1,정상,
2025/05/30 -2,현장,청명,(CO) Serinus30i,21-1394,1,정상,
2025/05/30 -2,현장,청명,"(NOx, SOx) BMW-5000",1796,1,정상,
2025/05/30 -2,현장,청명,(PM-2.5) PMS-204,1501511,1,정상,
2025/05/30 -2,현장,청명,(PM-10) KMS-4200,18P368,1,정상,
2025/05/30 -2,현장,청명,(CO) Serinus30i,21-2173,1,정상,
2025/05/30 -2,현장,청명,"(NOx, SOx) BMW-5000",855,1,정상,
2025/05/30 -2,현장,청명,(PM-10) KMS-4200,18P369,1,정상,
2025/05/30 -2,현장,청명,(PM-2.5) PMS-204,1708788,1,정상,
2025/05/30 -2,현장,청명,(CO) Serinus30i,18-0147,1,정상,
2025/05/30 -2,현장,청명,"(NOx, SOx) BMW-5000",1792,1,정상,
2025/05/30 -3,청명,현장,ProPlus,19E202574,1,정상,
2025/05/30 -4,현장,청명,ProPlus,19E202574,1,정상,
2025/05/30 -5,현장,청명,"(NOx, SOx) BMW-5000",718,1,정상,
2025/05/30 -5,현장,청명,(PM-10) KMS-4200,18P355,1,정상,
2025/05/30 -5,현장,청명,(PM-2.5) KMS-4200,20P565,1,정상,
2025/05/30 -5,현장,청명,(PM-2.5) PMS-204,1501479,1,정상,
2025/05/30 -5,현장,청명,(PM-10) PMS-204,1904007,1,정상,
2025/05/30 -5,현장,청명,"(NOx, SOx) BMW-5000",722,1,정상,
2025/05/30 -5,현장,청명,(PM-10) KMS-4200,18P375,1,정상,
2025/05/30 -5,현장,청명,(PM-2.5) KMS-4200,22P615,1,정상,
2025/05/30 -5,현장,청명,"(NOx, SOx) BMW-5000",1791,1,정상,
2025/05/30 -5,현장,청명,(PM-10) KMS-4200,19P431,1,정상,
